id,date,sentence,growth_sentiment_final,employment_sentiment_final,inflation_sentiment_final
12123,2021-04-07,Participants also observed that residential construction continued to be solid and home sales remained robust in part because of low interest rates.,positive,neutral,neutral
12124,2021-05-19,"Regarding financial leverage, the staff noted that bank capital ratios remained above pre-pandemic levels in the fourth quarter, but risks remained.",neutral,neutral,neutral
12125,2021-07-07,"On net, European longer-term government bond yields were little changed even as U.S. yields declined, and the broad dollar index decreased modestly.",neutral,neutral,neutral
12126,2021-07-07,"In their discussion of current conditions, participants noted that progress on vaccinations had reduced the spread of COVID-19 in the United States.",positive,neutral,neutral
12127,2021-10-13,Market participants noted information in the public domain about measures the Federal Reserve and the Treasury could take around a debt limit event.,neutral,neutral,neutral
12128,2021-10-13,Several participants indicated that they preferred to proceed with a more rapid moderation of purchases than described in the illustrative examples.,neutral,neutral,neutral
12129,2022-01-05,"In the municipal bond market, issuance was robust in October and November, and financing conditions remained accommodative, supported by low yields.",positive,neutral,neutral
12130,2022-01-05,"In the residential mortgage market, financing conditions stayed accommodative, particularly for borrowers who met standard conforming loan criteria.",positive,neutral,neutral
12131,2022-02-16,"All transactions in foreign currencies undertaken pursuant to paragraph 1 above shall, unless otherwise authorized by the Committee, be conducted:A.",neutral,neutral,neutral
12132,2022-10-12,"The staff expected that the size of the associated deferred asset would increase over time until net income turned positivee, likely in a few years.",positive,neutral,neutral
12133,2022-10-12,Many participants emphasized that the cost of taking too little action to bring down inflation likely outweighed the cost of taking too much action.,neutral,neutral,negative
12134,2022-11-23,A slower pace in these circumstances would better allow the Committee to assess progress toward its goals of maximum employment and price stability.,neutral,neutral,neutral
12135,2023-02-22,Participants agreed that the labor market remained very tight and assessed that labor demand substantially exceeded the supply of available workers.,neutral,positive,neutral
12136,2006-04-18,"At its January meeting, the Federal Open Market Committee decided to raise the target level of the federal funds rate 25 basis points, to 4쩍 percent.",neutral,neutral,neutral
12137,2006-05-31,"While utility output surged in February and moved up a bit more in March, these increases only partly reversed the weather-related plunge in January.",positive,neutral,neutral
12138,2006-05-31,"Over the past twelve months, inventories relative to shipments and sales had moved down moderately on balance, extending the long-run downward trend.",positive,neutral,neutral
12139,2006-05-31,"Some reports indicated that speculative building of homes had dropped off considerably, but inventories of unsold homes still seemed to be expanding.",negative,neutral,neutral
12140,2006-05-31,"Although alternative measures of labor compensation provided divergent readings, growth of total compensation on balance appeared to remain moderate.",neutral,neutral,neutral
12141,2007-10-09,"The FOMC's policy decision and the accompanying statement were about in line with market expectations, and reactions in financial markets were muted.",neutral,neutral,neutral
12142,2007-11-20,A number of members noted that the recent policy moves could readily be reversed if circumstances evolved in a manner that would warrant such action.,neutral,neutral,neutral
12143,2008-01-02,"Nonfinancial business debt continued to expand strongly, supported by solid bond issuance and by a small rebound in the issuance of commercial paper.",positive,neutral,neutral
12144,2008-01-02,"Several participants remarked that, unlike residential real estate, commercial and industrial real estate activity remained solid in their Districts.",positive,neutral,neutral
12145,2008-04-08,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,positive,neutral,neutral
12146,2008-08-26,"The ratio of wealth to income likely declined again in the second quarter, as equity prices declined, on balance, and house prices continued to fall.",negative,neutral,neutral
